city2,genus,PLACEFIPS,FIPS,STFIPS.x,HOUSEUNITS,POPULATION,ecoprovmajority,NAME.y,fdmed1stmean,fdmedlastmean,frzfremedmean,gddmenmean,logdnsmean,logdtrmean,logdtrdnsmean,mindexmean,phmnxtmpmean,pptmeasmean,pptmenmean,tmpmaxmean,tmpmaxsummean,uselevmean,phzone,ha,ecoprovmaj,xcoord,ycoord,namestate,County,inc_1969,inc_1979,inc_1989,State,Mean.YEAR,Mean.Value,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,coastdat.coast3,canopy,city,small,med,large,state,trait_value.diameter.at.breast.height..1.3.m.,trait_value.leaf.area,trait_value.leaf.dry.mass,trait_value.seed.mass,trait_value.whole.plant.height,OrigValueStr.Leaf.length,OrigValueStr.Leaf.thickness,OrigValueStr.Leaf.width,OrigValueStr.Plant.growth.rate,OrigValueStr.Plant.height.vegetative,OrigValueStr.Plant.lifespan..longevity.,OrigValueStr.Stem.diameter,small_cor,med_cor,large_cor,log_small
SOUTH GATE RIDGE FL,abies,1267450,19063,12,2796,5781,232,SOUTH GATE RIDGE,362,28,334,8320.5,198.5,0,157.25,-0.048129931,-134.8,96.5,1326,285,327,7.221682848,92,468.78819,232,1339597,564483,SarasotaFlorida,"Sarasota County, FL",22029,25251,20536,Florida,1975.18615,216090.7127,224,114,50,4229,328,100,228,274,178,274,167,1327,231,37,62,631,171,631,193,3064.784626,0.257998465,S GATE RIDGE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH SARASOTA FL,abies,1267887,19067,12,2749,5091,232,SOUTH SARASOTA,362,28,334,8318.861641,198.6,3.2,169.8,-0.04475772,-128.3333333,97,1312.932672,285,326.8368215,4.504559271,92,499.86807,232,1336161,563990,SarasotaFlorida,"Sarasota County, FL",20752,25251,20536,Florida,1973.567848,396221.6249,224,112,49,4222,327,101,226,274,179,274,167,1313,229,36,61,625,171,625,192,937.0912584,0.287538213,S SARASOTA,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH SIOUX CITY NE,abies,3146030,37157,31,4739,13738,251,SOUTH SIOUX CITY,278,118,160,3270.333333,202.25,4.8125,187.25,0.249561489,-2681.875,84.66666667,697.3333333,152,288,333.0504161,51,1541.04405,251,-33899,2162839,WoodburyIowa,"Woodbury County, IA",19647,26901,24161,Iowa,1973.51891,118566.966,91,127,28,10977,303,-135,438,205,-58,226,-58,680,104,14,52,285,53,267,53,1412720.785,0.049702531,SO SIOUX CIT,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTH VENICE FL,abies,1268100,19047,12,7763,14144,232,SOUTH VENICE,367,25,342,8462.75,223.875,0.5,151.875,-0.084275752,-100.625,94,1251.25,282.5,325.5,2.34344894,101,1574.71392,232,1351496,539283,SarasotaFlorida,"Sarasota County, FL",35728,25251,20536,Florida,1984.148458,161064.8242,226,112,50,4091,328,106,222,275,182,275,171,1252,212,39,59,579,163,579,180,822.5689357,0.282982406,S VENICE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SOUTHGATE FL,abies,1267425,19163,12,3993,7224,232,SOUTHGATE,362,28,334,8310.5,222.6,0,122.2,-0.045605102,-141,97,1323.5,285,327,5.192582026,92,530.94795,232,1337997,566771,SarasotaFlorida,"Sarasota County, FL",27245,25251,20536,Florida,1967.012225,201716.1992,224,112,49,4252,327,100,227,274,178,274,166,1325,232,35,62,634,172,634,194,3068.187649,0.119304921,SOUTHGATE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SPOKANE WA,abies,5367000,6019,53,94291,216113,3330,SPOKANE,278.3617021,124.8723404,153.4893617,2244.893617,197.6988636,8.034090909,161.9034091,-0.021388116,-2009.078212,96.85106383,441.673913,148.3043478,271.1811596,630.1504596,62,18000.4305,3330,-1607307,2923454,SpokaneWashington,"Spokane County, WA",29991,26694,25042,Washington,1962.939428,196813.2919,87,120,34,7911,291,-58,349,-7,185,190,-12,462,64,17,38,183,60,72,166,359823.8739,0.06920431,SPOKANE,,,,WA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SPRINGFIELD MA,abies,2567000,30099,25,61706,155309,221,SPRINGFIELD,285.5714286,112.8571429,172.7142857,3073.285714,211.797619,0.726190476,165.4642857,0.398830496,-2146.465909,106.6666667,1170.333333,162.1428571,281.8095224,56.07278369,61,8562.50694,221,1907303,2360459,HampdenMassachusetts,"Hampden County, MA",13705,27089,28438,Massachusetts,1954.121752,159276.9248,93,121,31,9219,289,-96,385,141,-18,209,-30,1114,102,79,7,293,253,284,257,90851.68209,0.295444216,SPRINGFIELD,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. CLOUD FL,abies,1262625,19089,12,14544,42741,232,ST. CLOUD,365.3333333,36.5,328.8333333,8312.583333,138.6808511,28.70212766,164.2340426,-0.074233887,-263.1176471,101.5,1256.916667,282.8333333,329.4722265,17.25589335,92,4677.52194,232,1442821,685263,JonesIowa,"Jones County, IA",24480,27308,21949,Iowa,1988.769102,134954.7749,223,117,49,4342,329,94,235,273,175,273,164,1213,181,47,49,524,166,504,184,56309.67159,0.164109236,ST CLOUD,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. JAMES MO,abies,2964424,36029,29,1767,4218,223,ST. JAMES,288.6666667,112.6666667,176,4005.666667,194.6666667,8.166666667,203.5,0.324047827,-2105.363636,89.33333333,1080.666667,190,304.4444478,324.4899058,61,1111.10571,223,381238,1671763,PhelpsMissouri,"Phelps County, MO",19045,20723,20561,Missouri,1972.081144,109805.0459,126,131,33,9033,318,-73,391,178,4,239,4,1029,120,49,22,317,174,287,174,860543.0257,0.225859862,ST JAMES,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. JOSEPH MO,abies,2964550,36065,29,33189,76822,251,ST. JOSEPH,283.8275862,109.4137931,174.4137931,3814.965517,187.3947368,7.298245614,180.2631579,0.283688249,-2367.831933,84.93103448,923.25,180.0714286,305.726193,284.1840711,52,11600.56521,251,100108,1860684,AndrewMissouri,"Andrew County, MO",13593,25675,20646,Missouri,1960.384003,132180.8978,116,123,29,10030,315,-97,412,220,-21,240,-21,919,121,25,47,350,86,338,86,1094841.661,0.151758521,ST JOSEPH,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. LOUIS MO,abies,2965000,36065,29,176002,318722,223,ST. LOUIS,296.2790698,101.3953488,194.8837209,4295.697674,215.9941176,5.111764706,155.4352941,0.272024703,-1980.863905,94.39534884,1007.931818,187.3863636,307.6590909,144.977903,62,17112.06393,223,495942,1749103,MadisonIllinois,"Madison County, IL",22207,30772,29275,Illinois,1949.392822,158058.7112,132,117,30,9430,321,-63,384,229,6,250,6,959,102,50,19,291,177,268,177,901908.8214,0.075442003,ST LOUIS,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. PAUL MN,abies,2758000,34023,27,120795,297110,222,ST. PAUL,277.8684211,121.8947368,155.9736842,2861.394737,201.260274,9.938356164,160.8219178,0.356177688,-2969.917808,103.5789474,801.1315789,127.7368421,270.5263158,259.7721229,42,14547.97383,222,228183,2443382,DakotaMinnesota,"Dakota County, MN",26021,39524,37301,Minnesota,1955.296994,225321.2664,74,112,25,11458,289,-155,444,213,-83,213,-83,755,110,21,49,311,70,311,70,1166323.549,0.072305517,ST PAUL,,,,MN,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. PETERS MO,abies,2965126,36071,29,21717,56672,251,ST. PETERS,291,104,187,4112.2,169.9642857,11.35714286,164.125,0.285484123,-2082.983333,91.46666667,988.4375,186.25,307.3541679,151.5441004,61,5793.80763,251,463952,1763712,St. CharlesMissouri,"St. Charles County, MO",21128,37549,32482,Missouri,1987.220554,184787.9097,124,124,31,9504,318,-78,396,221,-6,242,-6,963,104,47,20,294,174,269,174,925696.3998,0.104887119,ST PETERS,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
ST. PETERSBURG FL,abies,1263000,19147,12,129401,252408,232,ST. PETERSBURG,141,7.307692308,133.0769231,8511.153846,222.5928144,23.14371257,151.257485,-0.098404611,50.63636364,92.07692308,1260.904762,273.8809524,321.9047677,4.712855445,101,16619.96583,232,1315271,617582,PinellasFlorida,"Pinellas County, FL",23327,22461,19623,Florida,1967.394838,207809.6814,225,95,43,4580,323,107,216,277,174,278,162,1222,209,38,55,560,171,533,197,3035.19382,0.20542485,ST PETE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STANFORD MT,abies,3070675,37047,30,247,395,331,STANFORD,255,153,102,1586,201.9459775,4.365035942,203.2604519,0.112636916,-3178.072599,85,439,137,252.6666718,1308.711409,41,113.95956,331,-1079847,2765422,Judith BasinMontana,"Judith Basin County, MT",23324,21759,19522,Montana,1953.530612,108548.3871,64,148,37,8227,275,-117,392,146,-40,172,-40,427,81,13,60,201,49,164,49,910022.5612,0,STANFORD,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STANLEY ND,abies,3875380,42107,38,718,2028,331,STANLEY,257,137.0799829,119.9200171,1793.482206,193,4.75,198,0.243121497,-3473.4,85,485.3889788,102,258.0816974,679.9470305,32,476.55816,331,-477910,2829092,MountrailNorth Dakota,"Mountrail County, ND",25434,21568,17467,North Dakota,1969.041314,177168.7697,35,135,28,11905,275,-204,479,158,-127,182,-127,436,83,11,63,207,37,191,37,1141008.674,0.000486466,STANLEY,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STATE COLLEGE PA,abies,4273808,48409,42,13007,45001,2210,STATE COLLEGE,287,122,165,2732.666667,210.0833333,0,149.75,0.365243375,-2023.909091,123,1019,144,261,348.0269403,62,1181.03544,2210,1509201,2120087,CentrePennsylvania,"Centre County, PA",30216,24904,23868,Pennsylvania,1969.396673,323644.167,95,111,30,8888,282,-79,361,187,-23,207,-23,987,105,64,15,296,198,286,198,199249.8697,0.150648451,STATE COLLG,,,,PA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STEELE ND,abies,3875780,42085,38,362,740,331,STEELE,263,137,126,2324,202.3333333,0,230,0.221128121,-3307.593267,70,467,118,272.3333435,554.4329897,41,147.62943,331,-299894,2657926,KidderNorth Dakota,"Kidder County, ND",27866,17519,17140,North Dakota,1964.86618,130349.7942,51,135,28,12007,289,-192,481,173,-113,198,-113,432,84,11,62,206,34,190,34,1196239.411,0.00022113,STEELE,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STEVENS POINT WI,abies,5577200,8089,55,11220,27334,222,STEVENS POINT,269.8181818,131.6363636,138.1818182,2362.727273,169.2083333,8.479166667,161.75,0.406166221,-2953.130435,110.3636364,820.8333333,118,255.7777812,329.5172578,42,4773.35157,222,511045,2410077,NA,NA,16564,28756.75748,26234.44882,NA,1967.837066,141615.1468,64,118,27,10918,277,-159,436,185,-86,197,-86,820,105,25,42,306,87,295,87,1001866.687,0.22620704,STEVENS PT,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STEVENSON RANCH CA,abies,674130,17045,6,5842,18275,2620,STEVENSON RANCH,334.2,76.8,257.4,4714.8,75.0625,67.625,144.375,-0.459770143,-110.1875,29.2,458.5,253.3333333,332.2222239,459.5576481,92,1647.23364,2620,-2041531,1502278,Los AngelesCalifornia,"Los Angeles County, CA",34965,29410,29127,California,1996.62721,649856.1896,161,147,51,4958,319,31,288,109,224,229,103,456,92,1,91,259,6,14,244,39088.82199,0.019110042,STEVENSON RNCH,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STEVENSVILLE MT,abies,3071200,37085,30,935,1972,3320,STEVENSVILLE,253,151.1389008,101.8610992,1671.297669,184,11.5,184.5,-0.024277089,-2607.75,87.92733054,319.0202224,145.8064994,268.2606149,1050.469565,52,344.46867,3320,-1383300,2745530,NeoshoKansas,"Neosho County, KS",22299,23324,18682,Kansas,1972.301038,176442.3077,70,148,39,7909,289,-90,379,150,27,173,-31,325,43,19,27,107,61,93,79,629868.3893,0.006459481,STEVENSVILLE,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STOUGHTON WI,abies,5577675,8035,55,5419,12905,222,STOUGHTON,277.4,123,154.4,2673.4,172.1333333,10.6,175.9333333,0.374658138,-2716.142857,98,856.8,135,269.2666626,276.7048682,51,1478.88429,222,549876,2233802,DaneWisconsin,"Dane County, WI",29793,30680,30610,Wisconsin,1972.61491,198999.1297,78,117,27,10566,284,-136,420,208,-67,208,-67,823,100,28,37,296,100,296,100,1109675.853,0.094040041,STOUGHTON,,,,WI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STROMSBURG NE,abies,3147465,37125,31,533,1199,332,STROMSBURG,280,119,161,3540.344877,165.5,7.25,203,0.194886997,-2551.5,72.67243865,722.2377279,167,298.0792451,501.1566952,52,261.58899,332,-132543,2013082,PolkNebraska,"Polk County, NE",22737,23051,20413,Nebraska,1954.625506,102430.5556,103,132,30,10481,315,-114,429,212,-37,234,-37,705,106,13,54,296,53,271,53,1287741.785,0.126509724,STROMSBURG,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
STURGEON MO,abies,2971224,36087,29,401,943,251,STURGEON,292,105,187,3936,189,2,224,0.317616441,-2246.5,89,989,179,302.3333435,253.3271375,61,202.01922,251,317861,1807400,BooneMissouri,"Boone County, MO",16564,26012,24750,Missouri,1972.978142,113073.3945,120,117,29,9703,314,-81,395,218,-12,240,-12,982,120,37,33,336,129,307,129,1006819.537,0.042613535,STURGEON,,,,MO,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SUNNYVALE CA,abies,677000,17117,6,55791,151310,261,SUNNYVALE,345.1764706,39.88235294,305.2941176,3599,190.7636364,10.70909091,124.4727273,-0.43601616,-109.75,45.41176471,438.7647059,218.7058824,275.6470552,27.20764051,92,5521.85868,261,-2254225,1904134,Santa ClaraCalifornia,"Santa Clara County, CA",48115,39159,36300,California,1973.114452,687405.5317,150,112,54,3617,256,49,207,112,192,195,103,375,78,1,86,198,5,8,197,7632.654733,0.02299102,SUNNYVALE,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SUPERIOR MT,abies,3072625,37155,30,431,828,3330,SUPERIOR,260.2891058,144.0090044,116.2801014,1799.011465,193.6666667,6,224,0.144298228,-2303.5,101,424.9008545,146.9639749,274.0510635,856.8683544,61,300.43884,3330,-1429804,2831695,MineralMontana,"Mineral County, MT",22561,26920,25555,Montana,1974.940334,181292.517,69,146,39,7766,289,-85,374,-24,164,170,-29,472,52,25,20,144,94,108,134,555586.4385,0.091235787,SUPERIOR,,,,MT,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SUTHERLAND NE,abies,3147920,37049,31,534,1359,332,SUTHERLAND,271,127,144,3036.152785,163.6666667,19,185,0.083838379,-2688.6,64,490.2618478,170.172284,298.390768,907.5302013,51,336.6987,332,-426284,2028412,LincolnNebraska,"Lincoln County, NE",18068,30796,22647,Nebraska,1962.685811,122397.0944,92,156,35,10005,316,-124,440,195,-38,221,-38,475,85,11,65,236,33,200,33,1392499.407,0.023872693,SUTHERLAND,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SUTTON NE,abies,3147955,37151,31,666,1420,332,SUTTON,282.2717887,116.7282113,165.5435774,3405.578252,142,27,173.8,0.18252555,-2483.333333,70,711.142405,167,296.3810687,521.1978852,52,517.998,332,-157707,1956462,ClayNebraska,"Clay County, NE",25043,23185,19642,Nebraska,1958.784173,109650.1129,102,133,31,10383,314,-115,429,210,-37,232,-37,696,106,13,54,292,50,266,50,1240346.928,0.075195705,SUTTON,,,,NE,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SUTTONS BAY MI,abies,2677600,31155,26,453,626,212,SUTTONS BAY,275,145,130,2162.59767,188.3333333,7.666666667,228.6666667,0.356313295,-2192,137,855.0938849,126,254.7730902,202.1035294,61,323.74875,212,813563,2487792,LeelanauMichigan,"Leelanau County, MI",14100,26707,23078,Michigan,1974.914347,314010.989,70,108,28,9452,268,-112,380,145,-47,188,-54,821,102,39,23,262,147,230,159,788664.6944,0.355038954,SUTTONSBAY,,,,MI,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SWAMPSCOTT MA,abies,2568680,30043,25,5888,14095,221,SWAMPSCOTT,291,115,176,2706,220.5714286,0,175.8571429,0.357950181,-1869.3,114,1183.333333,149.3333333,261.8888957,18.37980769,62,789.94695,221,2026536,2433244,EssexMassachusetts,"Essex County, MA",30797,30291,30059,Massachusetts,1951.921569,488422.7391,96,106,29,8713,278,-79,357,8,208,208,-18,1152,119,81,10,326,254,254,302,1171.634159,0.337645717,SWAMPSCOTT,,,,MA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SWEDESBORO NJ,abies,3471850,39061,34,1004,2642,232,SWEDESBORO,299.2982264,104.7017736,194.5964529,3725.842023,187.0141216,11.29187239,228.0740042,0.32312578,-1470.201885,104.3508864,1141.149636,179.383212,292.0498685,23.2745098,72,196.83924,232,1743046,2048985,GloucesterNew Jersey,"Gloucester County, NJ",21553,33240,31085,New Jersey,1963.860759,210653.8462,125,107,30,8717,304,-47,351,228,10,235,10,1101,109,74,11,306,246,305,246,10107.67844,0.169409611,SWEDESBORO,,,,NJ,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
SWISSVALE PA,abies,4275816,48427,42,5072,8736,221,SWISSVALE,291.3235647,118.6764353,172.6471295,3228.424185,244,0,173.5,0.330397755,-2005.75,131.610845,986.5130231,162,275.3333435,294.0547619,62,321.15876,221,1349149,2048768,AlleghenyPennsylvania,"Allegheny County, PA",21032,30068,28190,Pennsylvania,1950.001886,105811.5543,102,125,33,8756,289,-80,369,191,-15,212,-15,976,102,60,17,297,196,289,196,299556.527,0.177318841,SWISSVALE,,,,PA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
TALLAHASSEE FL,abies,1270600,19095,12,84248,188588,232,TALLAHASSEE,319.5,73.01470588,246.4852941,6580.132353,153.2713755,16.89219331,143.4126394,0.196025988,-772.2030075,107.4264706,1543.911765,259.8823529,326.1813682,35.48774413,82,26821.93644,232,1123134,889384,LeonFlorida,"Leon County, FL",24299,24078,23698,Florida,1983.218641,216907.9417,195,131,45,5968,329,40,289,267,157,267,115,1499,193,73,27,514,264,514,352,35269.23216,0.477606417,TALLAHASSEE,,,,FL,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
TEMECULA CA,abies,678120,17191,6,34004,109449,2620,TEMECULA,333.9583333,73.29166667,260.6666667,5053.125,146.923913,21.47826087,158.1847826,-0.472716179,-219.5252525,29.04166667,314.75,260.2916667,330.819444,360.4012297,92,9639.94278,2620,-1934200,1374239,RiversideCalifornia,"Riverside County, CA",33081,26873,24385,California,1994.524828,373168.7973,172,145,51,4838,323,42,281,121,233,238,115,334,64,2,83,181,10,19,171,38345.7086,0.01013819,TEMECULA,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
THOUSAND OAKS CA,abies,678582,17051,6,47497,130139,261,THOUSAND OAKS,343.2285714,53.91428571,289.3142857,4644.114286,153.862069,15.64137931,140.0896552,-0.507648712,58.13194444,25.88571429,432.8857143,247.6,297.1238055,295.8771716,101,14330.41467,261,-2072253,1486984,Los AngelesCalifornia,"Los Angeles County, CA",29793,29410,29127,California,1979.431612,641424.3383,159,128,57,3407,276,54,222,122,199,206,120,450,99,0,98,265,3,8,258,17063.57145,0.035371335,THOUSAND OAKS,,,,CA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
TIFTON GA,abies,1376476,19065,13,6752,16391,232,TIFTON,325.8333333,63.91666667,261.9166667,6310.583333,192,10.83870968,173.2903226,0.113934676,-796.6451613,102.8333333,1208.727273,246.9090909,321.3030396,105.5949599,82,3310.00722,232,1178069,1009384,TiftGeorgia,"Tift County, GA",16924,20222,18392,Georgia,1975.10622,148505.9248,186,122,41,6283,324,33,291,263,193,263,103,1205,135,56,22,369,213,369,320,157159.903,0.376159619,TIFTON,,,,GA,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
TIOGA ND,abies,3878940,42121,38,619,2014,331,TIOGA,250,145,105,1840,182.1200396,10.52896081,177.1498161,0.173151404,-3558.166667,73,375.5,105,260,679.597561,32,435.11832,331,-518378,2840841,WilliamsNorth Dakota,"Williams County, ND",36179,31449,23440,North Dakota,1976.345876,184012.5392,38,135,28,11940,277,-203,480,161,-125,185,-125,379,69,9,65,181,31,170,31,1156603.624,0.000827629,TIOGA,,,,ND,18.5087439,135.7948614,0.689234211,4419.57284,13.83077445,4.18475,0.113674592,0.336678899,1.320309929,149.4555962,397.8571429,46.87085725,,,,
